InstanceName,N,n,m_Max,m_0,V_max,V_0,Method,Time,LimitTime,NBMinColum,Strategy,LowerBound,GenerateCol,maxNbCallHeuristics,Memorization,NBNodes,NBCut,NBCleaning,NBCutInMemo,NBRemInMemo,NBComputeCost,NBCallsHeu,NBCallDP,NBCallSubProcessCG,NBCallSubProcessBaB,isOptimal,Objective
instance5_n_67_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.014,300,nan,depth-first,LB_from_MIP,nan,nan,1,20262,23611,0,15696,0,48,0,0,0,5222,0,36
instance3_n_67_N_90_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.021,300,nan,depth-first,LB_from_MIP,nan,nan,1,11873,20076,0,5978,0,48,0,0,0,4716,0,143
instance7_n_45_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.024,300,1,depth-first,Columns_Generation,0,1,1,2940,2268,0,2002,0,53436,0,55006,0,571,0,24
instance5_n_45_N_90_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,1,14707,12653,0,22156,0,113391,0,116452,0,3076,0,2
instance2_n_45_N_90_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.002,300,nan,depth-first,LB_from_MIP,nan,nan,1,25725,31068,0,36746,0,92,0,0,0,5657,0,35
instance0_n_22_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.609931,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_22_N_90_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.83586,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_22_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.757073,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_22_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.570912,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.544668,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_45_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,1,25919,52565,0,42433,0,92,0,0,0,9921,0,110
instance6_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.92364,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_67_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.028,300,1,depth-first,Columns_Generation,0,1,1,6319,5620,0,5300,0,163179,0,115946,0,1306,0,40
instance8_n_67_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.008,300,1,depth-first,Columns_Generation,0,1,1,1539,1869,0,1483,0,58768,0,41640,0,345,0,51
instance2_n_45_N_90_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,239.242,300,1,depth-first,Columns_Generation,0,1,1,8954,9620,0,12425,0,77980,0,86878,0,2301,1,15
instance9_n_67_N_90_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.011,300,nan,depth-first,LB_from_MIP,nan,nan,1,15125,26929,0,10395,0,48,0,0,0,5237,0,146
instance6_n_22_N_90_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.570139,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_22_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,1.22467,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_67_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.003,300,nan,depth-first,LB_from_MIP,nan,nan,1,22984,37091,0,26333,0,48,0,0,0,8042,0,32
instance5_n_67_N_90_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.008,300,nan,depth-first,LB_from_MIP,nan,nan,1,13435,25936,0,17326,0,48,0,0,0,6028,0,46
instance4_n_67_N_90_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.011,300,nan,depth-first,LB_from_MIP,nan,nan,1,17406,24675,0,10954,0,48,0,0,0,7408,0,117
instance3_n_67_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.013,300,nan,depth-first,LB_from_MIP,nan,nan,1,14197,22898,0,15492,0,48,0,0,0,6045,0,27
instance8_n_22_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,1.29963,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_22_N_90_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.584405,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_22_N_90_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,1.13506,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_22_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.65033,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_45_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.005,300,nan,depth-first,LB_from_MIP,nan,nan,1,32619,43089,0,52022,0,92,0,0,0,8903,0,10
instance5_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.025,300,1,depth-first,Columns_Generation,0,1,1,4089,2875,0,4418,0,32074,0,35394,35329791,595,0,5
instance3_n_22_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.759705,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_67_N_90_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.008,300,nan,depth-first,LB_from_MIP,nan,nan,1,9078,13879,0,9647,0,48,0,0,0,3129,0,26
instance1_n_67_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.006,300,nan,depth-first,LB_from_MIP,nan,nan,1,19032,25901,0,14892,0,48,0,0,0,3868,0,47
instance9_n_22_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.533156,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_45_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.06911,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_67_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.006,300,1,depth-first,Columns_Generation,0,1,1,1571,1335,0,937,0,53992,0,38840,0,382,0,63
instance0_n_22_N_90_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.965082,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_45_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.29573,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_22_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,3.85738,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,5
instance5_n_22_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,21.6151,300,1,depth-first,Columns_Generation,0,1,1,41,11,0,0,0,728,0,460,0,10,1,4
instance9_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,17.5838,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_45_N_90_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.04126,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_67_N_90_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,1,3480,3348,0,2259,0,123642,0,87086,0,768,0,61
instance5_n_67_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.002,300,1,depth-first,Columns_Generation,0,1,1,1115,802,0,473,0,65954,0,45308,0,184,0,47
instance1_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.26245,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_22_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.647463,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_45_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.17849,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_22_N_90_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.554454,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_22_N_90_tf_0.6_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,1.19357,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_45_N_90_tf_0.2_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,1.91377,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_45_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.011,300,nan,depth-first,LB_from_MIP,nan,nan,1,23759,27756,0,22742,0,92,0,0,0,1765,0,98
instance2_n_67_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.008,300,nan,depth-first,LB_from_MIP,nan,nan,1,16672,19024,0,7847,0,48,0,0,0,4390,0,94
instance6_n_22_N_90_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.68775,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_22_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,3.17408,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
instance3_n_22_N_90_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.715846,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_45_N_90_tf_0.6_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,3.07288,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_67_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.018,300,1,depth-first,Columns_Generation,0,1,1,12785,12097,0,9188,0,122322,0,106246,0,2530,0,3
instance1_n_45_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.009,300,nan,depth-first,LB_from_MIP,nan,nan,1,24850,40252,0,23575,0,92,0,0,0,9196,0,113
instance9_n_45_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.08,300,nan,depth-first,LB_from_MIP,nan,nan,1,42402,43471,0,49534,0,92,0,0,0,13039,0,11
instance5_n_67_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,1,6261,5053,0,3111,0,214651,0,146446,2521725,1058,0,5
instance9_n_45_N_90_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.015,300,1,depth-first,Columns_Generation,0,1,1,10470,12331,0,14758,0,109588,0,121576,0,3509,0,26
instance0_n_45_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,242.84,300,1,depth-first,Columns_Generation,0,1,1,2474,2421,0,2051,0,47208,0,46844,0,506,1,16
instance4_n_45_N_90_tf_0.8_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.026,300,nan,depth-first,LB_from_MIP,nan,nan,1,37716,51567,0,68922,0,92,0,0,0,11988,0,7
instance1_n_45_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.005,300,1,depth-first,Columns_Generation,0,1,1,27626,27560,0,48078,0,195693,0,207108,0,7108,0,1
instance9_n_45_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.004,300,1,depth-first,Columns_Generation,0,1,1,1703,1543,0,996,0,31569,0,31628,18927140,329,0,29
instance4_n_67_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.469,300,nan,depth-first,LB_from_MIP,nan,nan,1,8382,13603,0,9226,0,48,0,0,0,2080,0,6
instance9_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.530496,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance5_n_22_N_90_tf_0.4_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.600961,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_22_N_90_tf_1.0_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,18.8767,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,1
instance7_n_22_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.837418,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance4_n_22_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.695725,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_45_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,1.98957,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_45_N_90_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,106.587,300,1,depth-first,Columns_Generation,0,1,1,825,495,0,563,0,14127,0,14542,0,165,1,72
instance2_n_67_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.048,300,nan,depth-first,LB_from_MIP,nan,nan,1,10938,20045,0,7997,0,48,0,0,0,5729,0,189
instance4_n_45_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.003,300,1,depth-first,Columns_Generation,0,1,1,11048,11615,0,14439,0,160805,0,166192,0,3828,0,7
instance5_n_45_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.016,300,nan,depth-first,LB_from_MIP,nan,nan,1,24255,44471,0,27768,0,92,0,0,0,10750,0,95
instance2_n_22_N_90_tf_0.6_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.8016,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance6_n_45_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.56784,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance8_n_22_N_90_tf_1.0_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,18.457,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4
instance1_n_22_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.562218,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance0_n_67_N_90_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.133,300,nan,depth-first,LB_from_MIP,nan,nan,1,4036,7172,0,4775,0,48,0,0,0,1824,0,15
instance8_n_45_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,78.7599,300,1,depth-first,Columns_Generation,0,1,1,685,204,0,308,0,8033,0,8028,0,90,1,4
instance5_n_67_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,6.06669,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance9_n_22_N_90_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.92188,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_45_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.05355,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_45_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.027,300,1,depth-first,Columns_Generation,0,1,1,1594,1143,0,1001,0,36504,0,36358,0,239,0,32
instance4_n_67_N_90_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.029,300,1,depth-first,Columns_Generation,0,1,1,701,378,0,110,0,25827,0,18452,0,71,0,188
instance3_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.69403,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,19.5001,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_67_N_90_tf_1.0_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.11,300,1,depth-first,Columns_Generation,0,1,1,6,0,0,0,0,1756,0,1706,43316476,1,0,237
instance0_n_67_N_90_tf_0.4_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.005,300,nan,depth-first,LB_from_MIP,nan,nan,1,16220,20092,0,17637,0,48,0,0,0,5108,0,7
instance3_n_67_N_90_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.0,300,1,depth-first,Columns_Generation,0,1,1,1476,1209,0,835,0,71561,0,51122,0,400,0,115
instance6_n_45_N_90_tf_0.6_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.9648,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_67_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.02,300,nan,depth-first,LB_from_MIP,nan,nan,1,13885,24114,0,6683,0,48,0,0,0,7577,0,194
instance4_n_45_N_90_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,169.04,300,1,depth-first,Columns_Generation,0,1,1,4041,3518,0,4129,0,47558,0,50344,8965,945,1,14
instance8_n_45_N_90_tf_1.0_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,159.635,300,1,depth-first,Columns_Generation,0,1,1,930,741,0,739,0,16724,0,16820,0,220,1,62
instance0_n_45_N_90_tf_0.4_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.74567,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance1_n_45_N_90_tf_0.6_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,275.601,300,nan,depth-first,LB_from_MIP,nan,nan,1,15448,22392,0,23300,0,92,0,0,0,5401,1,1
instance1_n_45_N_90_tf_0.8_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.01,300,nan,depth-first,LB_from_MIP,nan,nan,1,42220,36533,0,47695,0,92,0,0,0,9326,0,16
instance5_n_45_N_90_tf_0.8_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.01,300,1,depth-first,Columns_Generation,0,1,1,6661,7383,0,8644,0,74212,0,81008,0,2227,0,29
instance4_n_67_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.013,300,nan,depth-first,LB_from_MIP,nan,nan,1,17804,21798,0,7601,0,48,0,0,0,4950,0,102
instance5_n_45_N_90_tf_0.8_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.006,300,nan,depth-first,LB_from_MIP,nan,nan,1,23432,37598,0,39461,0,92,0,0,0,9106,0,43
instance8_n_67_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.007,300,nan,depth-first,LB_from_MIP,nan,nan,1,13242,20346,0,10607,0,48,0,0,0,3495,0,108
instance2_n_22_N_90_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.440219,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance2_n_67_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.004,300,1,depth-first,Columns_Generation,0,1,1,4775,3894,0,3760,0,130962,0,94894,0,716,0,80
instance5_n_45_N_90_tf_1.0_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,300.009,300,1,depth-first,Columns_Generation,0,1,1,11625,14778,0,20381,0,111799,0,122622,0,4063,0,10
instance3_n_22_N_90_tf_0.8_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,1.27857,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
instance7_n_67_N_90_tf_0.4_rdd_0.2_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.027,300,nan,depth-first,LB_from_MIP,nan,nan,1,30253,36664,0,31542,0,48,0,0,0,7794,0,12
instance7_n_45_N_90_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,45,1,1,2,1,BaB,2.30194,300,nan,depth-first,LB_from_MIP,nan,nan,1,0,0,0,0,0,0,0,0,0,0,1,0
instance3_n_67_N_90_tf_0.2_rdd_1.0_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,67,1,1,2,1,BaB,300.021,300,nan,depth-first,LB_from_MIP,nan,nan,1,9050,16074,0,10223,0,48,0,0,0,2931,0,4
instance6_n_22_N_90_tf_0.4_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0,90,22,1,1,2,1,BaB,0.639408,300,1,depth-first,Columns_Generation,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
